year,name,total_units,units_1,units_2,units_3_4,units_5_more,structures_units_5_more,note
2007,"Houston-Sugar Land-Baytown, TX",63274,42217,488,257,20312,969,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Huntington-Ashland, WV-KY-OH",372,258,14,4,96,4,NA
2007,"Huntsville, AL",4463,3280,0,0,1183,71,NA
2007,"Idaho Falls, ID",1488,1217,22,28,221,5,NA
2007,"Indianapolis-Carmel, IN",8298,7091,256,207,744,59,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Iowa City, IA",819,647,24,0,148,8,NA
2007,"Ithaca, NY",273,158,12,0,103,5,NA
2007,"Jackson, MI",330,214,10,0,106,9,NA
2007,"Jackson, MS",3045,2878,0,120,47,5,NA
2007,"Jackson, TN",543,439,24,0,80,1,NA
2007,"Jacksonville, FL",10928,7348,134,45,3401,157,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Jacksonville, NC",1636,1539,18,0,79,8,NA
2007,"Janesville, WI",477,410,26,7,34,4,NA
2007,"Jefferson City, MO",251,238,4,9,0,0,NA
2007,"Johnson City, TN",966,876,10,20,60,9,NA
2007,"Johnstown, PA",174,158,16,0,0,0,NA
2007,"Jonesboro, AR",611,553,2,56,0,0,NA
2007,"Joplin, MO",397,326,32,12,27,3,NA
2007,"Kalamazoo-Portage, MI",1000,710,42,10,238,19,NA
2007,"Kankakee-Bradley, IL",408,382,16,10,0,0,NA
2007,"Kansas City, MO-KS",8129,6032,162,589,1346,69,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Kennewick-Richland-Pasco, WA",1603,1396,6,0,201,5,NA
2007,"Killeen-Temple-Fort Hood, TX",3209,2487,506,62,154,14,NA
2007,"Kingsport-Bristol-Bristol, TN-VA",1255,1041,30,3,181,20,NA
2007,"Kingston, NY",596,418,12,7,159,7,NA
2007,"Knoxville, TN",4849,4076,18,11,744,39,NA
2007,"Kokomo, IN",103,101,2,0,0,0,NA
2007,"La Crosse, WI-MN",627,439,14,10,164,11,NA
2007,"Lafayette, IN",919,623,36,0,260,12,NA
2007,"Lafayette, LA",1747,1423,6,0,318,27,NA
2007,"Lake Charles, LA",1209,716,68,12,413,21,NA
2007,"Lake Havasu City-Kingman, AZ",1223,1127,28,22,46,7,NA
2007,"Lakeland, FL",4222,3854,16,0,352,30,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Lancaster, PA",1731,1386,18,26,301,18,NA
2007,"Lansing-East Lansing, MI",768,568,6,4,190,11,NA
2007,"Laredo, TX",1581,1257,12,62,250,13,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Las Cruces, NM",1424,1374,22,28,0,0,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Las Vegas-Paradise, NV",24089,13310,56,599,10124,154,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Lawrence, KS",456,254,12,62,128,17,NA
2007,"Lawton, OK",876,293,8,7,568,34,NA
2007,"Lebanon, PA",497,497,0,0,0,0,NA
2007,"Lewiston, ID-WA",172,150,22,0,0,0,NA
2007,"Lewiston-Auburn, ME",252,246,6,0,0,0,NA
2007,"Lexington-Fayette, KY",2569,2342,32,42,153,14,NA
2007,"Lima, OH",178,169,6,3,0,0,NA
2007,"Lincoln, NE",1349,1065,22,24,238,29,NA
2007,"Little Rock-North Little Rock, AR",3477,2877,94,40,466,21,NA
2007,"Logan, UT-ID",1005,912,0,43,50,10,NA
2007,"Longview, TX",381,360,0,4,17,1,NA
2007,"Longview, WA",578,485,6,4,83,7,NA
2007,"Los Angeles-Long Beach-Santa Ana, CA",26616,9381,722,553,15960,620,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Louisville-Jefferson County, KY-IN",6062,4443,46,110,1463,106,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Lubbock, TX",1280,938,14,0,328,27,NA
2007,"Lynchburg, VA",1716,1436,4,0,276,13,NA
2007,"Macon, GA",1613,1262,4,0,347,13,NA
2007,"Madera, CA",509,486,12,11,0,0,NA
2007,"Madison, WI",2623,1482,102,123,916,52,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Manchester-Nashua, NH",971,697,46,20,208,17,NA
2007,"Mansfield, OH",202,128,38,36,0,0,NA
2007,"McAllen-Edinburg-Mission, TX",6458,5079,280,367,732,58,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Medford, OR",1138,1020,20,43,55,5,NA
2007,"Memphis, TN-MS-AR",8078,5676,74,3,2325,92,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Merced, CA",794,780,14,0,0,0,NA
2007,"Miami-Fort Lauderdale-Miami Beach, FL",15145,7101,454,135,7455,267,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Michigan City-La Porte, IN",330,301,0,9,20,1,NA
2007,"Midland, TX",514,514,0,0,0,0,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Milwaukee-Waukesha-West Allis, WI",3266,2082,106,97,981,40,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Minneapolis-St. Paul-Bloomington, MN-WI",9982,7581,58,132,2211,70,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Missoula, MT",667,513,14,31,109,5,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Mobile, AL",2484,1828,2,3,651,52,NA
2007,"Modesto, CA",1865,1352,46,6,461,22,NA
2007,"Monroe, LA",555,474,6,3,72,11,NA
2007,"Monroe, MI",400,309,2,0,89,9,NA
2007,"Montgomery, AL",1894,1192,0,0,702,48,NA
2007,"Morgantown, WV",103,30,0,3,70,4,NA
2007,"Morristown, TN",731,710,4,11,6,1,NA
2007,"Mount Vernon-Anacortes, WA",807,793,10,4,0,0,NA
2007,"Muncie, IN",134,120,14,0,0,0,NA
2007,"Muskegon-Norton Shores, MI",346,280,22,0,44,4,NA
2007,Myrtle Beach-Conway-North Myrtle Beac SC,5268,3813,6,3,1446,87,NA
2007,"Napa, CA",330,272,2,0,56,2,NA
2007,"Naples-Marco Island, FL",2095,1069,8,189,829,75,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Nashville-Davidson--Murfreesboro, TN",13567,10902,110,83,2472,98,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"New Haven-Milford, CT",1256,786,28,33,409,24,NA
2007,"New Orleans-Metairie-Kenner, LA",7024,3999,376,56,2593,80,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,New York-Northern New Jersey-Long Isl NY-NJ-PA,56405,12558,4650,4859,34338,1126,NA
2007,"Niles-Benton Harbor, MI",467,441,0,0,26,2,NA
2007,"Norwich-New London, CT",718,572,36,8,102,9,NA
2007,"Ocala, FL",3035,2536,14,83,402,29,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Ocean City, NJ",1081,625,148,41,267,10,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Odessa, TX",439,215,0,0,224,10,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Ogden-Clearfield, UT",3434,2935,26,178,295,8,NA
2007,"Oklahoma City, OK",6275,5491,84,104,596,34,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Olympia, WA",2603,2027,22,22,532,37,NA
2007,"Omaha-Council Bluffs, NE-IA",5048,3857,36,30,1125,37,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Orlando-Kissimmee, FL",18638,11805,118,66,6649,300,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Oshkosh-Neenah, WI",559,441,30,16,72,4,NA
2007,"Owensboro, KY",432,300,32,44,56,7,NA
2007,"Oxnard-Thousand Oaks-Ventura, CA",1595,862,50,92,591,48,NA
2007,"Palm Bay-Melbourne-Titusville, FL",2927,2039,8,11,869,47,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Palm Coast, FL",567,517,6,39,5,1,NA
2007,"Panama City-Lynn Haven, FL",1036,636,26,14,360,15,NA
2007,"Parkersburg-Marietta-Vienna, WV-OH",216,200,4,12,0,0,NA
2007,"Pascagoula, MS",1413,758,58,13,584,51,NA
2007,"Pensacola-Ferry Pass-Brent, FL",2622,1757,66,59,740,56,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Peoria, IL",1352,1093,70,22,167,15,NA
2007,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",13477,9542,156,215,3564,167,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Phoenix-Mesa-Scottsdale, AZ",37272,26404,102,1010,9756,575,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Pine Bluff, AR",169,95,6,8,60,3,NA
2007,"Pittsburgh, PA",4680,3844,108,177,551,29,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Pittsfield, MA",298,264,2,0,32,4,NA
2007,"Pocatello, ID",330,316,14,0,0,0,NA
2007,"Port St. Lucie, FL",2409,2008,4,56,341,28,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Portland-South Portland-Biddeford, ME",2672,2124,74,56,418,29,NA
2007,"Portland-Vancouver-Beaverton, OR-WA NA",13115,8410,284,179,4242,187,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Poughkeepsie-Newburgh-Middletown, NY",2020,1333,8,27,652,66,NA
2007,"Prescott, AZ",1461,1416,26,19,0,0,NA
2007,"Providence-New Bedford-Fall River, RI-MA",3085,2241,200,146,498,21,NA
2007,"Provo-Orem, UT",4498,3882,40,151,425,37,NA
2007,"Pueblo, CO",677,663,14,0,0,0,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Punta Gorda, FL",1370,932,72,134,232,30,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Racine, WI",632,508,44,0,80,7,NA
2007,"Raleigh-Cary, NC",16614,12764,50,142,3658,138,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Rapid City, SD",957,627,16,12,302,17,NA
2007,"Reading, PA",1288,1009,32,4,243,25,NA
2007,"Redding, CA",712,545,16,11,140,2,NA
2007,"Reno-Sparks, NV",2110,2022,16,23,49,3,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Richmond, VA",7118,5958,26,222,912,46,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Riverside-San Bernardino-Ontario, CA",20086,16019,128,593,3346,233,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Roanoke, VA",1006,981,4,16,5,1,NA
2007,"Rochester, MN",786,650,0,4,132,6,NA
2007,"Rochester, NY",1906,1611,24,50,221,17,NA
2007,"Rockford, IL",1335,1127,60,28,120,14,NA
2007,"Rocky Mount, NC",845,780,62,3,0,0,NA
2007,"Rome, GA",308,284,20,4,0,0,NA
2007,"Sacramento--Arden-Arcade--Roseville, CA",8050,6924,110,93,923,86,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Saginaw-Saginaw Township North, MI",240,173,14,0,53,7,NA
2007,"Salem, OR",1791,1342,42,9,398,42,NA
2007,"Salinas, CA",1107,563,6,12,526,52,NA
2007,"Salisbury, MD",677,374,0,0,303,22,NA
2007,"Salt Lake City, UT",6245,4254,56,112,1823,73,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"San Angelo, TX",356,356,0,0,0,0,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"San Antonio, TX",13295,9350,92,216,3637,179,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"San Diego-Carlsbad-San Marcos, CA",7435,3422,208,262,3543,121,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"San Francisco-Oakland-Fremont, CA",10560,5055,118,186,5201,166,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"San Jose-Sunnyvale-Santa Clara, CA",4194,1955,46,40,2153,137,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"San Luis Obispo-Paso Robles, CA",1266,919,20,10,317,37,NA
2007,"Sandusky, OH",127,103,0,24,0,0,NA
2007,"Santa Barbara-Santa Maria, CA",711,470,20,32,189,8,NA
2007,"Santa Cruz-Watsonville, CA",842,321,12,13,496,28,NA
2007,"Santa Fe, NM",277,277,0,0,0,0,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Santa Rosa-Petaluma, CA",1431,910,44,49,428,26,NA
2007,"Sarasota-Bradenton-Venice, FL",2681,2215,58,35,373,30,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Savannah, GA",3698,2794,44,64,796,49,NA
2007,"Scranton--Wilkes-Barre, PA",1416,1265,16,34,101,9,NA
2007,"Seattle-Tacoma-Bellevue, WA",25403,12395,1262,1249,10497,367,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Sebastian-Vero Beach, FL",1257,1130,8,29,90,7,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Sheboygan, WI",389,196,70,4,119,5,NA
2007,"Sherman-Denison, TX",518,266,52,0,200,1,NA
2007,"Shreveport-Bossier City, LA",1517,1417,88,0,12,1,NA
2007,"Sioux City, IA-NE-SD",271,220,16,35,0,0,NA
2007,"Sioux Falls, SD",2382,1517,96,148,621,34,NA
2007,"South Bend-Mishawaka, IN-MI",1250,718,0,47,485,16,NA
2007,"Spartanburg, SC",1646,1646,0,0,0,0,NA
2007,"Spokane, WA",2777,2139,18,30,590,57,NA
2007,"Springfield, IL",608,459,120,22,7,1,NA
2007,"Springfield, MA",1211,1015,90,32,74,8,NA
2007,"Springfield, MO",3450,1869,150,14,1417,55,NA
2007,"Springfield, OH",395,191,44,24,136,7,NA
2007,"St. Cloud, MN",780,700,2,15,63,12,NA
2007,"St. George, UT",1949,1792,6,15,136,17,NA
2007,"St. Joseph, MO-KS",177,147,22,0,8,1,NA
2007,"St. Louis, MO-IL",10311,8119,226,342,1624,117,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"State College, PA",634,475,16,11,132,5,NA
2007,"Stockton, CA",2426,2201,2,18,205,23,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Sumter, SC",916,568,62,0,286,14,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Syracuse, NY",1420,1220,6,10,184,9,NA
2007,"Tallahassee, FL",2899,2120,48,0,731,29,NA
2007,"Tampa-St. Petersburg-Clearwater, FL NA",12249,8054,188,294,3713,147,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Terre Haute, IN",493,284,52,3,154,6,NA
2007,"Texarkana, TX-Texarkana, AR",438,232,26,3,177,7,NA
2007,"Toledo, OH",1970,1226,36,38,670,33,NA
2007,"Topeka, KS",1042,670,24,27,321,22,NA
2007,"Trenton-Ewing, NJ",700,466,14,0,220,2,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Tucson, AZ",5237,4698,74,68,397,36,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Tulsa, OK",5160,4399,76,9,676,17,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Tuscaloosa, AL",1958,934,0,4,1020,61,NA
2007,"Tyler, TX",462,370,0,15,77,13,NA
2007,"Utica-Rome, NY",480,432,2,3,43,5,NA
2007,"Valdosta, GA",1253,1080,52,3,118,11,NA
2007,"Vallejo-Fairfield, CA",1019,866,34,4,115,3,NA
2007,"Victoria, TX",187,185,2,0,0,0,NA
2007,"Vineland-Millville-Bridgeton, NJ",683,572,10,17,84,2,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Virginia Beach-Norfolk-Newport News, VA-NC",6317,4758,110,134,1315,96,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Visalia-Porterville, CA",2689,2254,22,64,349,39,NA
2007,"Waco, TX",1064,816,28,20,200,11,NA
2007,"Warner Robins, GA",1490,1207,0,51,232,25,NA
2007,"Washington-Arlington-Alexandria, DC-VA-MD-WV",22459,14551,52,67,7789,153,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Waterloo-Cedar Falls, IA",466,436,18,4,8,1,NA
2007,"Wausau, WI",675,401,18,12,244,17,NA
2007,"Weirton-Steubenville, WV-OH",166,60,0,4,102,8,NA
2007,"Wenatchee, WA",1107,767,46,56,238,8,NA
2007,"Wheeling, WV-OH",137,43,2,0,92,7,NA
2007,"Wichita Falls, TX",766,224,26,20,496,27,NA
2007,"Wichita, KS",2781,2367,64,3,347,31,NA
2007,"Williamsport, PA",206,197,4,0,5,1,NA
2007,"Wilmington, NC",6229,4998,70,14,1147,74,"Metropolitan areas where all permit offices are
    requested to report monthly."
2007,"Winchester, VA-WV",802,752,0,0,50,4,NA
2007,"Winston-Salem, NC",3580,3374,26,3,177,14,NA
2007,"Worcester, MA",1787,1660,26,30,71,5,NA
2007,"Yakima, WA",1224,1093,22,38,71,7,NA
2007,"York-Hanover, PA",2029,1964,6,8,51,6,NA
2007,"Youngstown-Warren-Boardman, OH-PA",851,623,34,66,128,20,NA
2007,"Yuba City, CA",1028,928,0,4,96,11,NA
2007,"Yuma, AZ",1044,967,8,0,69,4,NA
2008,"Abilene, TX",196,190,6,0,0,0,NA
2008,"Akron, OH",1039,871,2,25,141,17,NA
2008,"Albany, GA",294,237,24,18,15,3,NA
2008,"Albany-Schenectady-Troy, NY",1892,1208,18,48,618,30,NA
2008,"Albuquerque, NM",2555,2037,2,64,452,19,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Alexandria, LA",382,374,0,0,8,1,NA
2008,"Allentown-Bethlehem-Easton, PA-NJ",1694,1508,8,4,174,17,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Altoona, PA",195,179,16,0,0,0,NA
2008,"Amarillo, TX",768,514,2,0,252,20,NA
2008,"Ames, IA",327,126,0,0,201,11,NA
2008,"Anchorage, AK",460,267,76,53,64,8,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Anderson, IN",95,79,16,0,0,0,NA
2008,"Anderson, SC",652,561,32,15,44,6,NA
2008,"Ann Arbor, MI",347,278,0,4,65,12,NA
2008,"Anniston-Oxford, AL",197,183,4,4,6,1,NA
2008,"Appleton, WI",694,488,34,20,152,6,NA
2008,"Asheville, NC",2572,1742,20,16,794,37,NA
2008,"Athens-Clarke County, GA",591,530,4,8,49,5,NA
2008,"Atlanta-Sandy Springs-Marietta, GA",19294,11989,44,175,7086,162,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Atlantic City-Hammonton, NJ",794,690,10,14,80,8,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Auburn-Opelika, AL",1297,726,14,11,546,34,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Augusta-Richmond County, GA-SC",1905,1797,20,0,88,11,NA
2008,"Austin-Round Rock, TX",11792,7710,174,96,3812,124,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Bakersfield, CA",2593,1610,196,227,560,51,NA
2008,"Baltimore-Towson, MD",5544,3131,0,9,2404,43,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Bangor, ME",388,281,8,12,87,1,NA
2008,"Barnstable Town, MA",559,447,4,3,105,8,NA
2008,"Baton Rouge, LA",3755,2617,14,8,1116,75,NA
2008,"Battle Creek, MI",45,45,0,0,0,0,NA
2008,"Bay City, MI",105,105,0,0,0,0,NA
2008,"Beaumont-Port Arthur, TX",2248,946,90,116,1096,47,NA
2008,"Bellingham, WA",669,536,10,4,119,9,NA
2008,"Bend, OR",755,668,18,10,59,2,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Billings, MT",571,557,8,6,0,0,NA
2008,"Binghamton, NY",286,286,0,0,0,0,NA
2008,"Birmingham-Hoover, AL",3359,2325,14,4,1016,36,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Bismarck, ND",811,556,2,24,229,13,NA
2008,"Blacksburg-Christiansburg-Radford, VA",1044,462,2,56,524,61,NA
2008,"Bloomington, IN",576,327,56,3,190,8,NA
2008,"Bloomington-Normal, IL",463,302,2,0,159,19,NA
2008,"Boise City-Nampa, ID",2797,2377,64,192,164,15,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Boston-Cambridge-Quincy, MA-NH",7634,3382,274,184,3794,206,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Boulder, CO",1022,305,2,24,691,26,NA
2008,"Bowling Green, KY",559,369,10,74,106,12,NA
2008,"Bradenton-Sarasota-Venice, FL",2072,1583,20,84,385,36,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Bremerton-Silverdale, WA",783,682,4,23,74,4,NA
2008,"Bridgeport-Stamford-Norwalk, CT",1814,713,40,10,1051,25,NA
2008,"Brownsville-Harlingen, TX",1306,1086,14,64,142,15,NA
2008,"Brunswick, GA",502,502,0,0,0,0,NA
2008,"Buffalo-Niagara Falls, NY",1544,1017,56,16,455,21,NA
2008,"Burlington, NC",760,704,4,4,48,2,NA
2008,"Burlington-South Burlington, VT",508,291,36,19,162,8,NA
2008,"Canton-Massillon, OH",436,352,18,8,58,9,NA
2008,"Cape Coral-Fort Myers, FL",1602,1216,14,40,332,27,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Carson City, NV",16,16,0,0,0,0,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Casper, WY",419,379,0,40,0,0,NA
2008,"Cedar Rapids, IA",976,739,36,159,42,4,NA
2008,"Champaign-Urbana, IL",951,383,2,24,542,29,NA
2008,"Charleston, WV",641,344,24,49,224,11,NA
2008,Charleston-North Charleston-Summervil SC,5172,3694,18,45,1415,70,NA
2008,"Charlotte-Gastonia-Concord, NC-SC",12236,7300,26,131,4779,197,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Charlottesville, VA",913,821,16,4,72,4,NA
2008,"Chattanooga, TN-GA",1544,1316,44,30,154,15,NA
2008,"Cheyenne, WY",202,160,0,36,6,1,NA
2008,"Chicago-Naperville-Joliet, IL-IN-WI NA",16058,7637,164,646,7611,220,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Chico, CA",592,532,6,29,25,4,NA
2008,"Cincinnati-Middletown, OH-KY-IN",4000,3290,42,96,572,54,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Clarksville, TN-KY",1402,978,14,113,297,28,NA
2008,"Cleveland, TN",446,322,28,84,12,2,NA
2008,"Cleveland-Elyria-Mentor, OH",2685,2259,22,38,366,29,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Coeur dAlene, ID",774,699,44,19,12,1,NA
2008,"College Station-Bryan, TX",2158,814,98,14,1232,72,NA
2008,"Colorado Springs, CO",2076,1644,0,0,432,16,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Columbia, MO",546,480,24,20,22,3,NA
2008,"Columbia, SC",4348,3488,16,16,828,27,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Columbus, GA-AL",1100,823,12,24,241,21,NA
2008,"Columbus, IN",192,192,0,0,0,0,NA
2008,"Columbus, OH",4449,2596,74,415,1364,101,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Corpus Christi, TX",1603,1220,24,14,345,18,NA
2008,"Corvallis, OR",108,106,2,0,0,0,NA
2008,"Cumberland, MD-WV",152,143,0,0,9,1,NA
2008,"Dallas-Fort Worth-Arlington, TX",36321,17919,202,234,17966,593,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Dalton, GA",302,208,14,15,65,12,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Danville, IL",12,12,0,0,0,0,NA
2008,"Danville, VA",152,137,0,0,15,3,NA
2008,"Davenport-Moline-Rock Island,  IA-IL NA",487,421,6,24,36,4,NA
2008,"Dayton, OH",1241,1000,14,12,215,13,NA
2008,"Decatur, AL",195,183,0,0,12,1,NA
2008,"Decatur, IL",453,174,0,244,35,1,NA
2008,"Deltona-Daytona Beach-Ormond Beach, FL",1366,1031,12,0,323,16,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Denver-Aurora-Broomfield, CO",8814,4003,182,24,4605,111,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Des Moines-West Des Moines, IA",2913,1819,12,7,1075,40,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Detroit-Warren-Livonia, MI",2590,1937,88,151,414,20,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Dothan, AL",363,361,2,0,0,0,NA
2008,"Dover, DE",988,824,0,0,164,4,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Dubuque, IA",214,202,12,0,0,0,NA
2008,"Duluth, MN-WI",785,627,18,6,134,18,NA
2008,"Durham-Chapel Hill, NC",2498,2111,38,24,325,24,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Eau Claire, WI",480,327,64,28,61,6,NA
2008,"El Centro, CA",511,259,2,11,239,32,NA
2008,"El Paso, TX",3981,2897,8,132,944,67,NA
2008,"Elizabethtown, KY",616,403,48,65,100,13,NA
2008,"Elkhart-Goshen, IN",489,339,6,0,144,10,NA
2008,"Elmira, NY",63,60,0,3,0,0,NA
2008,"Erie, PA",418,251,14,12,141,11,NA
2008,"Eugene-Springfield, OR",771,607,22,12,130,8,NA
2008,"Evansville, IN-KY",871,622,6,23,220,31,NA
2008,"Fairbanks, AK",60,54,6,0,0,0,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Fargo, ND-MN",1306,864,6,0,436,15,NA
2008,"Farmington, NM",316,289,0,27,0,0,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Fayetteville, NC",2306,1464,2,0,840,46,NA
2008,"Fayetteville-Springdale-Rogers, AR-MO",2766,1221,22,36,1487,79,NA
2008,"Flagstaff, AZ",283,277,2,4,0,0,NA
2008,"Flint, MI",219,146,0,41,32,1,NA
2008,"Florence, SC",573,430,0,0,143,9,NA
2008,"Florence-Muscle Shoals, AL",345,252,8,0,85,10,NA
2008,"Fond du Lac, WI",310,149,18,7,136,12,NA
2008,"Fort Collins-Loveland, CO",1265,649,8,50,558,24,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Fort Smith, AR-OK",757,493,72,56,136,17,NA
2008,"Fort Walton Beach-Crestview-Destin, FL",1093,351,0,24,718,26,NA
2008,"Fort Wayne, IN",1016,771,8,4,233,26,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Fresno, CA",2560,2094,8,37,421,39,NA
2008,"Gadsden, AL",199,191,0,0,8,1,NA
2008,"Gainesville, FL",1054,482,4,35,533,31,NA
2008,"Gainesville, GA",738,416,4,6,312,14,NA
2008,"Glens Falls, NY",357,316,6,11,24,2,NA
2008,"Goldsboro, NC",390,298,52,0,40,8,NA
2008,"Grand Forks, ND-MN",374,167,6,12,189,5,NA
2008,"Grand Junction, CO",784,692,10,0,82,10,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Grand Rapids-Wyoming, MI",1064,1014,6,0,44,5,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Great Falls, MT",205,203,2,0,0,0,NA
2008,"Greeley, CO",980,852,0,9,119,12,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Green Bay, WI",884,573,28,4,279,31,NA
2008,"Greensboro-High Point, NC",3296,2070,4,34,1188,61,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Greenville, NC",1274,636,124,0,514,36,NA
2008,"Greenville, SC",3175,2363,24,22,766,65,"Metropolitan areas where all permit offices are
    requested to report monthly."
2008,"Gulfport-Biloxi, MS",4167,1977,384,218,1588,75,NA
2008,"Hagerstown-Martinsburg, MD-WV",1172,1026,14,12,120,10,NA
2008,"Hanford-Corcoran, CA",373,236,8,129,0,0,NA
2008,"Harrisburg-Carlisle, PA",1864,1472,22,22,348,30,NA
2008,"Harrisonburg, VA",943,488,6,0,449,17,"Metropolitan areas where all permit offices are
    requested to report monthly."
